,predict,relation
18258,xIntent,xAttr
18259,xWant,xNeed
18260,xEffect,xEffect
18261,xReact,xEffect
18262,xIntent,xWant
18263,xIntent,xIntent
18264,xEffect,xReact
18265,xAttr,xAttr
18266,xNeed,xWant
18267,xEffect,oReact
18268,xAttr,xReact
18269,xAttr,xReact
18270,xIntent,xWant
18271,xAttr,xWant
18272,xIntent,xNeed
18273,xAttr,oReact
18274,xWant,xWant
18275,xIntent,xAttr
18276,xNeed,xEffect
18277,xAttr,xAttr
18278,xIntent,oWant
18279,xAttr,xAttr
18280,xIntent,xIntent
18281,oReact,xEffect
18282,xReact,xEffect
18283,xIntent,xIntent
18284,xIntent,xReact
18285,xIntent,xIntent
18286,oReact,xEffect
18287,oEffect,xEffect
18288,xEffect,xWant
18289,xWant,xWant
18290,xIntent,xWant
18291,oEffect,xWant
18292,NA,xWant
18293,xIntent,xAttr
18294,xIntent,xWant
18295,xEffect,xEffect
18296,xAttr,xReact
18297,xIntent,oEffect
18298,xIntent,xNeed
18299,xIntent,oWant
18300,xEffect,xEffect
18301,xIntent,xAttr
18302,xWant,xReact
18303,xNeed,xNeed
18304,xAttr,xAttr
18305,xIntent,xWant
18306,oReact,oReact
18307,xAttr,xAttr
18308,xIntent,xNeed
18309,xAttr,xAttr
18310,xIntent,xWant
18311,xIntent,oWant
18312,oEffect,xReact
18313,ERR,xNeed
18314,xAttr,xReact
18315,xIntent,xIntent
18316,xIntent,xIntent
18317,xAttr,xAttr
18318,xEffect,xEffect
18319,oReact,xReact
18320,ERR,xIntent
18321,xIntent,xIntent
18322,xEffect,xEffect
18323,xAttr,xReact
18324,xIntent,xWant
18325,xEffect,oReact
18326,xIntent,xIntent
18327,xAttr,xAttr
18328,xNeed,oWant
18329,xAttr,xAttr
18330,xReact,xReact
18331,xIntent,xAttr
18332,xAttr,xAttr
18333,xEffect,oReact
18334,xAttr,xReact
18335,xIntent,xEffect
18336,xEffect,xReact
18337,xReact,xAttr
18338,oEffect,xEffect
18339,xIntent,xNeed
18340,xAttr,xAttr
18341,oEffect,xWant
18342,xEffect,xReact
18343,xAttr,xAttr
18344,xIntent,oEffect
18345,xEffect,xAttr
18346,xReact,xNeed
18347,xAttr,xAttr
18348,xReact,xNeed
18349,xAttr,xAttr
18350,xIntent,xWant
18351,xIntent,xIntent
18352,xAttr,oReact
18353,xIntent,oWant
18354,xIntent,xAttr
18355,xIntent,xWant
18356,xIntent,xAttr
18357,xIntent,xWant
18358,xIntent,xWant
18359,xEffect,xEffect
18360,xNeed,xEffect
18361,xIntent,oEffect
18362,xAttr,xReact
18363,xIntent,xIntent
18364,oWant,xEffect
18365,xAttr,oReact
18366,xIntent,xAttr
18367,xAttr,xAttr
18368,xAttr,xAttr
18369,xAttr,xReact
18370,xIntent,xEffect
18371,xAttr,xAttr
18372,xEffect,xReact
18373,xWant,oWant
18374,xWant,xAttr
18375,xIntent,xIntent
18376,xNeed,xAttr
18377,xIntent,xReact
18378,xEffect,xAttr
18379,xAttr,xAttr
18380,xWant,oWant
18381,xIntent,xIntent
18382,xIntent,xReact
18383,xIntent,xWant
18384,xEffect,xEffect
18385,xEffect,xReact
18386,xAttr,xReact
18387,xIntent,xNeed
18388,xAttr,oEffect
18389,xAttr,xAttr
18390,oWant,xWant
18391,xAttr,xNeed
18392,xEffect,oEffect
18393,xEffect,xReact
18394,xAttr,xReact
18395,xIntent,oWant
18396,xIntent,xWant
18397,xIntent,xNeed
18398,xReact,xAttr
18399,xAttr,oReact
18400,xAttr,xReact
18401,xIntent,xIntent
18402,xWant,xReact
18403,xEffect,xEffect
18404,xWant,xIntent
18405,xEffect,xEffect
18406,oWant,xEffect
18407,xIntent,xWant
18408,xReact,oReact
18409,xIntent,xEffect
18410,xAttr,xAttr
18411,xEffect,xReact
18412,xIntent,xNeed
18413,xEffect,xEffect
18414,xAttr,xReact
18415,xIntent,xWant
18416,xIntent,xNeed
18417,xEffect,xEffect
18418,xIntent,xWant
18419,xAttr,xReact
18420,xIntent,xWant
18421,xAttr,oReact
18422,xIntent,xAttr
18423,xEffect,xEffect
18424,xAttr,oReact
18425,xNeed,xReact
18426,xIntent,xWant
18427,xEffect,xNeed
18428,xEffect,xReact
18429,xEffect,xEffect
18430,xEffect,xNeed
18431,xIntent,oWant
18432,xIntent,xNeed
18433,xIntent,xWant
18434,xEffect,xAttr
18435,xReact,oReact
18436,xReact,oWant
18437,xEffect,xIntent
18438,xIntent,xIntent
18439,xAttr,oEffect
18440,xAttr,xReact
18441,xIntent,xIntent
18442,xAttr,xAttr
18443,xAttr,xReact
18444,xAttr,xIntent
18445,xAttr,xAttr
18446,xEffect,oEffect
18447,NA,xIntent
18448,xEffect,xEffect
18449,xIntent,xNeed
18450,xAttr,xAttr
18451,xAttr,oEffect
18452,xEffect,oEffect
18453,xEffect,oReact
18454,xNeed,xNeed
18455,xIntent,xAttr
18456,xIntent,xWant
18457,oEffect,xEffect
18458,xIntent,xReact
18459,xIntent,oWant
18460,oReact,xNeed
18461,xIntent,xWant
18462,xIntent,xAttr
18463,xEffect,xAttr
18464,xIntent,xWant
18465,oReact,xWant
18466,xIntent,oEffect
18467,xAttr,xAttr
18468,xAttr,xIntent
18469,xNeed,xNeed
18470,xIntent,xNeed
18471,xEffect,oReact
18472,xIntent,xWant
18473,xEffect,oEffect
18474,xIntent,xEffect
18475,xWant,oReact
18476,oEffect,xAttr
18477,xIntent,xNeed
18478,xIntent,xWant
18479,xIntent,xWant
18480,xIntent,xReact
18481,xAttr,xAttr
18482,xEffect,xAttr
18483,xIntent,xIntent
18484,xNeed,oReact
18485,xIntent,xWant
18486,xIntent,xReact
18487,xEffect,oEffect
18488,xIntent,xIntent
18489,xEffect,xAttr
18490,xReact,xReact
18491,xIntent,xEffect
18492,xReact,xAttr
18493,oReact,xEffect
18494,xEffect,xAttr
18495,xEffect,oEffect
18496,xIntent,xNeed
18497,xIntent,xNeed
18498,xNeed,oEffect
18499,xAttr,xAttr
18500,xEffect,xEffect
18501,xIntent,xEffect
18502,xEffect,oEffect
18503,xIntent,xWant
18504,xIntent,xWant
18505,xReact,xAttr
18506,xIntent,xNeed
18507,xIntent,xIntent
18508,xIntent,oWant
18509,xIntent,oWant
18510,xAttr,xNeed
18511,xWant,xWant
18512,oReact,xEffect
18513,xIntent,xNeed
18514,xIntent,xNeed
18515,xIntent,xWant
18516,xAttr,xAttr
18517,xWant,oWant
18518,xReact,xEffect
18519,xEffect,xReact
18520,xEffect,oEffect
18521,xIntent,xIntent
18522,xAttr,xReact
18523,xEffect,xReact
18524,xIntent,oWant
18525,xAttr,xReact
18526,xEffect,xEffect
18527,xAttr,xAttr
18528,xEffect,xReact
18529,xEffect,xEffect
18530,xAttr,xReact
18531,xAttr,xAttr
18532,xAttr,xReact
18533,xIntent,xWant
18534,xIntent,xIntent
18535,xAttr,xNeed
18536,xIntent,xWant
18537,xEffect,xEffect
18538,NA,oReact
18539,xIntent,xAttr
18540,oEffect,oWant
18541,xIntent,xNeed
18542,xAttr,xAttr
18543,xIntent,xWant
18544,xIntent,xReact
18545,xAttr,xReact
18546,xReact,oWant
18547,xEffect,xReact
18548,xAttr,xAttr
18549,xIntent,xAttr
18550,xEffect,xReact
18551,xIntent,xIntent
18552,xEffect,xAttr
18553,xEffect,xReact
18554,xAttr,xReact
18555,xReact,xNeed
18556,xIntent,xNeed
18557,oEffect,xReact
18558,xWant,oWant
18559,xWant,xWant
18560,oWant,xIntent
18561,xIntent,xNeed
18562,xNeed,xReact
18563,xIntent,xWant
18564,xEffect,xEffect
18565,xIntent,oWant
18566,xEffect,xNeed
18567,xEffect,xAttr
18568,xIntent,xNeed
18569,xWant,xAttr
18570,xReact,xAttr
18571,xAttr,xAttr
18572,xIntent,xNeed
18573,xIntent,xWant
18574,xIntent,oWant
18575,xIntent,xIntent
18576,xIntent,xReact
18577,xWant,xReact
18578,xIntent,xWant
18579,xAttr,xAttr
18580,xIntent,xNeed
18581,xIntent,xEffect
18582,xAttr,xReact
18583,xIntent,xIntent
18584,xNeed,xIntent
18585,xIntent,xWant
18586,xAttr,xAttr
18587,xAttr,oReact
18588,xIntent,xAttr
18589,oReact,xWant
18590,oEffect,xAttr
18591,oReact,oReact
18592,xEffect,xEffect
18593,xEffect,xEffect
18594,xReact,oEffect
18595,xAttr,oWant
18596,oEffect,xReact
18597,xIntent,xWant
18598,oEffect,xNeed
18599,xIntent,xAttr
18600,xEffect,xWant
18601,oEffect,xEffect
18602,xAttr,xReact
18603,xIntent,xNeed
18604,xAttr,xAttr
18605,xWant,xReact
18606,xEffect,oReact
18607,xIntent,xWant
18608,xIntent,oWant
18609,xAttr,xAttr
18610,xAttr,xAttr
18611,oWant,xWant
18612,oEffect,xReact
18613,xIntent,xAttr
18614,xIntent,xNeed
18615,xIntent,xWant
18616,xEffect,xReact
18617,xEffect,xReact
18618,xIntent,xIntent
18619,xWant,oReact
18620,xIntent,xReact
18621,xIntent,xWant
18622,xAttr,xAttr
18623,xIntent,xIntent
18624,xIntent,xWant
18625,xIntent,xWant
18626,xIntent,oWant
18627,xReact,oReact
18628,xAttr,oReact
18629,xReact,xEffect
18630,xEffect,xReact
18631,xReact,xReact
18632,xAttr,xAttr
18633,xEffect,oEffect
18634,xReact,xEffect
18635,xIntent,xNeed
18636,NA,xIntent
18637,xIntent,xWant
18638,xWant,xWant
18639,xIntent,xWant
18640,xEffect,xAttr
18641,xEffect,xEffect
18642,NA,xIntent
18643,xIntent,oEffect
18644,xIntent,oReact
18645,xIntent,xNeed
18646,xIntent,xEffect
18647,xEffect,xEffect
18648,xIntent,xReact
18649,oReact,xIntent
18650,xIntent,oWant
18651,xIntent,xWant
18652,xReact,xAttr
18653,xIntent,xNeed
18654,xNeed,xReact
18655,xIntent,xEffect
18656,xEffect,oWant
18657,xEffect,oReact
18658,xIntent,oReact
18659,xNeed,xAttr
18660,xIntent,xWant
18661,xIntent,xNeed
18662,xIntent,xWant
18663,xIntent,oEffect
18664,xIntent,oReact
18665,NA,xIntent
18666,xIntent,xAttr
18667,xIntent,xWant
18668,xIntent,oWant
18669,xAttr,xWant
18670,xReact,xAttr
18671,xIntent,xNeed
18672,xAttr,xAttr
18673,xEffect,xEffect
18674,xIntent,oWant
18675,xIntent,xIntent
18676,xIntent,xWant
18677,xAttr,xAttr
18678,xIntent,xNeed
18679,xEffect,xWant
18680,xIntent,xIntent
18681,xNeed,xWant
18682,xIntent,xWant
18683,xIntent,xWant
18684,xIntent,xWant
18685,xAttr,xAttr
18686,xIntent,oWant
18687,xAttr,xAttr
18688,xIntent,xAttr
18689,xAttr,xAttr
18690,xReact,xReact
18691,xEffect,oEffect
18692,xAttr,xAttr
18693,xEffect,xAttr
18694,xIntent,xIntent
18695,xEffect,xReact
18696,xIntent,xIntent
18697,xAttr,xAttr
18698,xAttr,xAttr
18699,xAttr,xReact
18700,xIntent,xReact
18701,xIntent,xAttr
18702,xIntent,xNeed
18703,oReact,xIntent
18704,xIntent,oWant
18705,xIntent,xWant
18706,xNeed,xEffect
18707,xAttr,xAttr
18708,xIntent,xIntent
18709,xIntent,xWant
18710,xAttr,xAttr
18711,xWant,xWant
18712,xIntent,xWant
18713,xIntent,xNeed
18714,xIntent,xAttr
18715,xIntent,xIntent
18716,xNeed,xReact
18717,xIntent,xWant
18718,xIntent,xNeed
18719,xIntent,xNeed
18720,xWant,xWant
18721,xIntent,xNeed
18722,xWant,oReact
18723,xIntent,xIntent
18724,xAttr,xAttr
18725,xWant,oReact
18726,xAttr,xReact
18727,xAttr,xAttr
18728,ERR,xWant
18729,xEffect,xReact
18730,xIntent,xWant
18731,xWant,xNeed
18732,oReact,xReact
18733,xAttr,xWant
18734,xAttr,xEffect
18735,NA,xNeed
18736,oEffect,xEffect
18737,xIntent,xNeed
18738,xEffect,xAttr
18739,xAttr,xAttr
18740,xAttr,xIntent
18741,NA,xEffect
18742,xWant,xReact
18743,xReact,xReact
18744,xAttr,xEffect
18745,xWant,xReact
18746,xIntent,xIntent
18747,xIntent,xReact
18748,xIntent,xIntent
18749,xWant,xWant
18750,xIntent,xWant
18751,xIntent,xIntent
18752,xIntent,xWant
18753,xEffect,xAttr
18754,oReact,oEffect
18755,xIntent,xIntent
18756,oWant,xWant
18757,xIntent,oWant
18758,xReact,xReact
18759,xIntent,xNeed
18760,xIntent,xWant
18761,oEffect,oReact
18762,xReact,xEffect
18763,xIntent,xEffect
18764,xWant,xNeed
18765,xAttr,xNeed
18766,oEffect,xEffect
18767,xEffect,xReact
18768,xEffect,xEffect
18769,xAttr,xAttr
18770,xWant,xNeed
18771,xIntent,xWant
18772,xWant,xWant
18773,xIntent,xIntent
18774,xReact,xIntent
18775,oWant,xWant
18776,xEffect,xReact
18777,xIntent,xWant
18778,xIntent,xIntent
18779,xEffect,xAttr
18780,xIntent,xIntent
18781,xIntent,xIntent
18782,xEffect,xAttr
18783,xEffect,xReact
18784,xIntent,oWant
18785,xIntent,xNeed
18786,xNeed,oReact
18787,oWant,xIntent
18788,xIntent,xWant
18789,xIntent,xIntent
18790,xAttr,xAttr
18791,xIntent,oEffect
18792,xWant,xWant
18793,xNeed,xReact
18794,ERR,xReact
18795,xIntent,xIntent
18796,xIntent,xNeed
18797,xEffect,xAttr
18798,xEffect,xAttr
18799,xIntent,xIntent
18800,NA,xIntent
18801,xAttr,oReact
18802,xAttr,xAttr
18803,xIntent,xIntent
18804,oReact,xWant
18805,xAttr,xAttr
18806,xNeed,xIntent
18807,xWant,xReact
18808,xIntent,xNeed
18809,xIntent,xIntent
18810,xEffect,oReact
18811,xWant,xReact
18812,xWant,xWant
18813,xAttr,xAttr
18814,xReact,xAttr
18815,xAttr,xAttr
18816,xAttr,xWant
18817,xAttr,xWant
18818,oWant,oEffect
18819,xWant,xNeed
18820,xIntent,xNeed
18821,xAttr,xReact
18822,xIntent,xWant
18823,xEffect,xWant
18824,xIntent,oWant
18825,xIntent,xIntent
18826,xIntent,oEffect
18827,xIntent,xAttr
18828,oEffect,xAttr
18829,xWant,oWant
18830,xWant,xWant
18831,oReact,xEffect
18832,xWant,xNeed
18833,xReact,xAttr
18834,xIntent,xWant
18835,xIntent,xIntent
18836,xEffect,xAttr
18837,oEffect,oReact
18838,xIntent,xWant
18839,xIntent,xNeed
18840,xIntent,xIntent
18841,xIntent,xIntent
18842,xAttr,xAttr
18843,xIntent,xWant
18844,xIntent,xReact
18845,xNeed,xWant
18846,xWant,xAttr
18847,xReact,xWant
18848,xAttr,xAttr
18849,xIntent,oWant
18850,xIntent,xWant
18851,oReact,oWant
18852,NA,xWant
18853,xWant,oReact
18854,xIntent,xWant
18855,xAttr,xAttr
18856,xReact,xAttr
18857,xIntent,xAttr
18858,xEffect,oEffect
18859,xWant,xWant
18860,xAttr,xAttr
18861,xIntent,xIntent
18862,xIntent,xNeed
18863,xWant,xReact
18864,xIntent,xNeed
18865,xEffect,oReact
18866,xNeed,xReact
18867,xIntent,xNeed
18868,oEffect,xAttr
18869,xAttr,xReact
18870,xWant,xWant
18871,xAttr,xAttr
18872,xEffect,xEffect
18873,xIntent,xWant
18874,xEffect,xEffect
18875,xEffect,xWant
18876,xEffect,xReact
18877,xIntent,xReact
18878,xIntent,xEffect
18879,oEffect,oEffect
18880,xIntent,xIntent
18881,xWant,xWant
18882,xReact,oEffect
18883,xNeed,oReact
18884,xIntent,xIntent
18885,xIntent,xNeed
18886,xIntent,oWant
18887,xIntent,oWant
18888,xEffect,xReact
18889,xEffect,xReact
18890,xAttr,xAttr
18891,xIntent,oWant
18892,xAttr,xNeed
18893,xIntent,oWant
18894,xAttr,xAttr
18895,xIntent,xEffect
18896,xIntent,xReact
18897,xEffect,oEffect
18898,xAttr,oReact
18899,xWant,oWant
18900,xIntent,oWant
18901,xWant,oWant
18902,xAttr,xReact
18903,xAttr,oEffect
18904,xIntent,xWant
18905,xIntent,xReact
18906,xIntent,oEffect
18907,xNeed,xNeed
18908,xEffect,xEffect
18909,xIntent,xWant
18910,xAttr,xAttr
18911,xEffect,oWant
18912,xEffect,xEffect
18913,oWant,xNeed
18914,xIntent,oEffect
18915,xIntent,xIntent
18916,xIntent,oWant
18917,xIntent,xNeed
18918,xWant,xIntent
18919,xIntent,xIntent
18920,xAttr,oReact
18921,xWant,xReact
18922,xIntent,oWant
18923,xIntent,xReact
18924,xIntent,xWant
18925,xIntent,xWant
18926,xWant,xWant
18927,xEffect,xEffect
18928,xIntent,xNeed
18929,xReact,xAttr
18930,xReact,oEffect
18931,xIntent,xWant
18932,xAttr,xEffect
18933,xEffect,xWant
18934,xAttr,xReact
18935,xWant,xEffect
18936,xIntent,xWant
18937,xIntent,xIntent
18938,xAttr,xNeed
18939,xIntent,xWant
18940,xWant,oEffect
18941,xNeed,xWant
18942,xIntent,oWant
18943,xIntent,xWant
18944,xEffect,xReact
18945,xReact,xAttr
18946,xIntent,xNeed
18947,xAttr,xAttr
18948,xReact,oReact
18949,xReact,xReact
18950,xAttr,xAttr
18951,xAttr,xAttr
18952,xIntent,xIntent
18953,xAttr,oEffect
18954,xWant,xReact
18955,xIntent,xReact
18956,oReact,xAttr
18957,xIntent,xAttr
18958,xReact,xReact
18959,xIntent,xNeed
18960,NA,xReact
18961,xIntent,xIntent
18962,xIntent,xWant
18963,xWant,xIntent
18964,xIntent,xWant
18965,xAttr,xReact
18966,xEffect,xReact
18967,xAttr,xReact
18968,xIntent,xNeed
18969,xAttr,xWant
18970,xIntent,xIntent
18971,xIntent,xWant
18972,xIntent,oReact
18973,xEffect,xEffect
18974,xAttr,oWant
18975,xIntent,xNeed
18976,xAttr,oReact
18977,xWant,xIntent
18978,xIntent,xWant
18979,xAttr,xAttr
18980,xIntent,xReact
18981,NA,oWant
18982,xEffect,xAttr
18983,xIntent,xAttr
18984,xIntent,oWant
18985,xIntent,xWant
18986,xEffect,xIntent
18987,xIntent,xEffect
18988,xWant,oWant
18989,xAttr,xNeed
18990,xIntent,xWant
18991,xEffect,xReact
18992,xEffect,xReact
18993,xIntent,xIntent
18994,xAttr,xReact
18995,xAttr,oReact
18996,xAttr,xIntent
18997,xIntent,xAttr
18998,xAttr,oWant
18999,xAttr,xAttr
19000,xIntent,xAttr
19001,xEffect,xAttr
19002,xIntent,xNeed
19003,xIntent,xNeed
19004,xIntent,xReact
19005,xWant,xReact
19006,xIntent,xEffect
19007,xIntent,xWant
19008,xWant,xWant
19009,xIntent,xAttr
19010,xIntent,xIntent
19011,xIntent,xAttr
19012,xIntent,xIntent
19013,xEffect,xIntent
19014,xIntent,xIntent
19015,xNeed,xWant
19016,xEffect,xIntent
19017,xAttr,xAttr
19018,xIntent,oWant
19019,xIntent,xReact
19020,xAttr,xAttr
19021,xAttr,xAttr
19022,xIntent,xWant
19023,xReact,xAttr
19024,NA,xReact
19025,xAttr,xReact
19026,xAttr,xReact
19027,oEffect,xWant
19028,xIntent,xAttr
19029,xEffect,oReact
19030,xAttr,xAttr
19031,xIntent,xIntent
19032,xAttr,xReact
19033,xIntent,xIntent
19034,xIntent,xAttr
19035,xIntent,xIntent
19036,xIntent,xAttr
19037,xReact,xReact
19038,xIntent,xEffect
19039,xWant,oWant
19040,xReact,oEffect
19041,xAttr,xAttr
19042,xAttr,xIntent
19043,xAttr,xAttr
19044,xReact,xReact
19045,xIntent,xWant
19046,xIntent,oReact
19047,xEffect,xWant
19048,xIntent,xIntent
19049,xWant,xReact
19050,xAttr,xAttr
19051,xIntent,xNeed
19052,xIntent,xNeed
19053,xIntent,xIntent
19054,oEffect,xEffect
19055,oEffect,xNeed
19056,xIntent,xIntent
19057,xIntent,xReact
19058,xAttr,oReact
19059,xEffect,xAttr
19060,xReact,xAttr
19061,xAttr,xReact
19062,xIntent,xEffect
19063,xReact,xEffect
19064,xEffect,xWant
19065,xWant,xAttr
19066,xAttr,xReact
19067,xReact,xAttr
19068,xAttr,oEffect
19069,xEffect,xAttr
19070,xWant,xNeed
19071,xIntent,oReact
19072,xWant,xAttr
19073,xIntent,xEffect
19074,xIntent,xNeed
19075,xIntent,xWant
19076,xEffect,oReact
19077,oEffect,xIntent
19078,xIntent,oWant
19079,xAttr,xEffect
19080,xAttr,xIntent
19081,xAttr,xEffect
19082,xNeed,xWant
19083,xIntent,xWant
19084,xNeed,xAttr
19085,xAttr,oReact
19086,xIntent,oEffect
19087,xIntent,xReact
19088,oReact,xWant
19089,oReact,xNeed
19090,xIntent,xNeed
19091,xIntent,xIntent
19092,oEffect,oEffect
19093,xWant,xEffect
19094,xEffect,xAttr
19095,xWant,xReact
19096,xEffect,xReact
19097,xAttr,oWant
19098,xIntent,oWant
19099,xWant,xAttr
19100,xNeed,xWant
19101,xIntent,xIntent
19102,xReact,oWant
19103,xReact,oReact
19104,xEffect,xEffect
19105,xIntent,xNeed
19106,xIntent,xEffect
19107,xAttr,xAttr
19108,xIntent,xWant
19109,xIntent,xNeed
19110,xIntent,xWant
19111,xEffect,oEffect
19112,xIntent,xWant
19113,xReact,xReact
19114,xNeed,xNeed
19115,xIntent,xEffect
19116,xIntent,xWant
19117,xWant,xWant
19118,xEffect,xAttr
19119,xIntent,xNeed
19120,xIntent,xIntent
19121,xIntent,xIntent
19122,xEffect,xEffect
19123,xWant,oWant
19124,xIntent,xAttr
19125,xIntent,xIntent
19126,xEffect,xReact
19127,xEffect,xReact
19128,xIntent,xWant
19129,xIntent,xIntent
19130,xIntent,xNeed
19131,oReact,oReact
19132,xIntent,xIntent
19133,oReact,xIntent
19134,oWant,oWant
19135,xAttr,xIntent
19136,xIntent,xWant
19137,xNeed,xReact
19138,xEffect,xReact
19139,xAttr,xAttr
19140,xIntent,oWant
19141,xAttr,xIntent
19142,xIntent,xAttr
19143,xIntent,xEffect
19144,xIntent,xNeed
19145,xAttr,xReact
19146,xIntent,xIntent
19147,xIntent,xIntent
19148,xReact,xEffect
19149,xReact,xReact
19150,xIntent,xIntent
19151,xEffect,xEffect
19152,xAttr,xReact
19153,xIntent,xWant
19154,xAttr,oReact
19155,xWant,xEffect
19156,xReact,oReact
19157,xReact,xAttr
19158,xIntent,oWant
19159,xIntent,xNeed
19160,xIntent,xWant
19161,xEffect,xAttr
19162,xNeed,xEffect
19163,xReact,xEffect
19164,xEffect,xEffect
19165,xIntent,xWant
19166,xEffect,xEffect
19167,oWant,oWant
19168,xEffect,xIntent
19169,xIntent,xAttr
19170,xIntent,xIntent
19171,xEffect,xEffect
19172,oWant,xIntent
19173,oEffect,xEffect
19174,xWant,oWant
19175,xIntent,xWant
19176,xIntent,xAttr
19177,xIntent,xNeed
19178,xAttr,xAttr
19179,oEffect,xReact
19180,xNeed,oEffect
19181,xAttr,xAttr
19182,xEffect,oReact
19183,xIntent,xIntent
19184,xEffect,xAttr
19185,xWant,xNeed
19186,xEffect,xEffect
19187,xIntent,xIntent
19188,xIntent,xReact
19189,xIntent,xWant
19190,xWant,xNeed
19191,oReact,xAttr
19192,xIntent,xEffect
19193,NA,xWant
19194,xIntent,xEffect
19195,xReact,xNeed
19196,xIntent,xNeed
19197,xIntent,xAttr
19198,xIntent,xReact
19199,xReact,oReact
19200,xIntent,xNeed
19201,xEffect,xReact
19202,xEffect,xEffect
19203,xAttr,xWant
19204,xEffect,xReact
19205,xAttr,xAttr
19206,xAttr,xAttr
19207,xAttr,xAttr
19208,xIntent,oReact
19209,xNeed,xEffect
19210,xNeed,xReact
19211,xReact,oWant
19212,xIntent,xWant
19213,oEffect,oReact
19214,xAttr,xAttr
19215,xAttr,xAttr
19216,xIntent,xWant
19217,xAttr,xEffect
19218,xAttr,xAttr
19219,xWant,xReact
19220,xAttr,xAttr
19221,xReact,oWant
19222,xIntent,xIntent
19223,xEffect,oReact
19224,xEffect,xEffect
19225,xReact,xReact
19226,xIntent,xWant
19227,xIntent,xIntent
19228,xAttr,xNeed
19229,xIntent,xIntent
19230,xIntent,xWant
19231,oReact,xReact
19232,xEffect,xEffect
19233,xEffect,xIntent
19234,xIntent,oReact
19235,xIntent,xReact
19236,xIntent,oWant
19237,xReact,oReact
19238,xIntent,oWant
19239,xAttr,oReact
19240,oWant,xWant
19241,xAttr,xAttr
19242,xIntent,xWant
19243,xIntent,xReact
19244,xWant,xEffect
19245,xAttr,xAttr
19246,xIntent,xIntent
19247,xIntent,oEffect
19248,xIntent,oReact
19249,xAttr,oWant
19250,xIntent,xIntent
19251,xIntent,oWant
19252,oEffect,xIntent
19253,xIntent,xNeed
19254,xIntent,xNeed
19255,xIntent,oWant
19256,xAttr,xAttr
19257,xEffect,xAttr
19258,xWant,xIntent
19259,xIntent,xIntent
19260,xWant,xIntent
19261,xAttr,xEffect
19262,xAttr,oReact
19263,oReact,xEffect
19264,xIntent,xWant
19265,xIntent,xWant
19266,xAttr,xAttr
19267,xNeed,xEffect
19268,xIntent,xWant
19269,xEffect,xEffect
19270,xIntent,xWant
19271,xIntent,xWant
19272,xNeed,xWant
19273,xAttr,xReact
19274,xIntent,xIntent
19275,xReact,xEffect
19276,xWant,oEffect
19277,xAttr,xIntent
19278,xAttr,xAttr
19279,xWant,xIntent
19280,xIntent,xNeed
19281,xEffect,xEffect
19282,xIntent,xWant
19283,xIntent,xNeed
19284,xIntent,xWant
19285,xIntent,xEffect
19286,xIntent,xWant
19287,xAttr,xAttr
19288,xAttr,xEffect
19289,ERR,xIntent
19290,oEffect,oWant
19291,xIntent,xIntent
19292,xWant,oWant
19293,xEffect,xAttr
19294,xIntent,xWant
19295,oReact,oReact
19296,xAttr,xEffect
19297,xIntent,xWant
19298,xEffect,xAttr
19299,xIntent,xNeed
19300,xIntent,xEffect
19301,xEffect,oEffect
19302,xIntent,xWant
19303,xIntent,xNeed
19304,xReact,xIntent
19305,xAttr,xReact
19306,xIntent,xNeed
19307,xIntent,xWant
19308,xIntent,xAttr
19309,xAttr,xNeed
19310,xEffect,xAttr
19311,xReact,xEffect
19312,xEffect,oReact
19313,xEffect,xAttr
19314,oReact,xIntent
19315,xAttr,xAttr
19316,xNeed,oReact
19317,xIntent,xWant
19318,xIntent,xIntent
19319,xIntent,xWant
19320,xIntent,xWant
19321,xIntent,xNeed
19322,xIntent,xReact
19323,oReact,oReact
19324,xIntent,xWant
19325,xIntent,oWant
19326,xIntent,xEffect
19327,xIntent,xAttr
19328,xWant,xWant
19329,xNeed,xNeed
19330,xReact,oReact
19331,xAttr,xEffect
19332,xEffect,xReact
19333,xWant,xWant
19334,oReact,oReact
19335,xAttr,xAttr
19336,xAttr,xIntent
19337,xIntent,xNeed
19338,xEffect,xNeed
19339,xEffect,oReact
19340,xAttr,oWant
19341,xIntent,xIntent
19342,xEffect,xReact
19343,xAttr,xReact
19344,xWant,xWant
19345,xEffect,xReact
19346,oReact,xEffect
19347,oEffect,xEffect
19348,xWant,xEffect
19349,xAttr,xAttr
19350,xIntent,xIntent
19351,xAttr,xAttr
19352,xIntent,xWant
19353,oReact,xAttr
19354,xIntent,xIntent
19355,xWant,xNeed
19356,xIntent,xEffect
19357,xWant,xReact
19358,xEffect,xReact
19359,oEffect,xNeed
19360,xReact,xEffect
19361,xAttr,oReact
19362,xIntent,xAttr
19363,xEffect,xWant
19364,xIntent,oEffect
19365,xIntent,xAttr
19366,xIntent,oWant
19367,xEffect,xEffect
19368,xIntent,oReact
19369,xNeed,xAttr
19370,xIntent,xAttr
19371,xIntent,xNeed
19372,xAttr,xAttr
19373,xEffect,xReact
19374,xReact,xAttr
19375,xIntent,oWant
19376,xIntent,xEffect
19377,xNeed,oEffect
19378,xEffect,oWant
19379,xEffect,xAttr
19380,xAttr,xAttr
19381,xReact,xAttr
19382,xAttr,xAttr
19383,xEffect,xNeed
19384,xAttr,xWant
19385,oEffect,oReact
19386,xIntent,xWant
19387,xIntent,xWant
19388,xIntent,xWant
19389,xIntent,xWant
